SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene255	0.182959825155115	10	10	38	0.006333	48_48.61	47.167	48.702	-1.535	48	48	0	18	0.774287038054529	0.84	-4.897	6.578	0.84	2.927	1	381500	382500	protein_coding	+	info255	info255	NA
Gene310	0.183305862104851	10	9	30	0.005	48_48.61	43.211	48.975	-5.765	48	48	0	19	0.64486785083282	-1.859	-9.754	6.037	-1.859	4.028	1	464000	465000	non_coding	-	info310	info310	NA
Gene983	0.183550868822261	10	7	21	0.0035	48_48.61	49.182	48.588	0.594	58	48	10	11	0.877635877054939	0.558	-6.538	7.654	0.558	3.621	1	1473500	1474500	protein_coding	+	info983	info983	NA
Gene801	0.183563728674658	10	10	27	0.0045	48_48.61	59.105	47.9	11.205	62	47	15	19	0.0736297748879645	7.226	-0.663	15.115	7.226	4.025	1	1200500	1201500	protein_coding	+	info801	info801	NA
Gene1278	0.184718219027953	10	10	48	0.008	48_48.61	52.621	48.181	4.44	54	46	8	29	0.785293816025648	0.775	-4.793	6.342	0.775	2.84	1	1916000	1917000	non_coding	-	info1278	info1278	NA
Gene353	0.185090642225018	10	10	23	0.003833	48_48.61	33.909	49.17	-15.26	28	49	-21	11	0.103860541218853	-6.589	-14.505	1.327	-6.589	4.039	1	528500	529500	protein_coding	+	info353	info353	NA
Gene1171	0.188723547539169	10	7	21	0.0035	48_48.61	66	47.759	18.241	74.5	47.5	27	14	0.0500887947513083	9.895	0.037	19.753	9.895	5.03	1	1755500	1756500	protein_coding	+	info1171	info1171	NA
Gene647	0.189450001638627	10	8	21	0.0035	48_48.61	57.118	48.099	9.019	67	47	20	17	0.711267229959186	2.003	-8.592	12.597	2.003	5.406	1	969500	970500	protein_coding	+	info647	info647	NA
Gene603	0.189784469254918	10	8	34	0.005667	48_48.61	28.579	49.964	-21.385	31	49	-18	19	0.0188569821230291	-6.943	-12.705	-1.18	-6.943	2.94	1	903500	904500	protein_coding	+	info603	info603	NA
Gene1412	0.190403396930111	10	10	44	0.007333	48_48.61	43.92	49.036	-5.116	35	49	-14	25	0.762652694793057	-0.974	-7.287	5.339	-0.974	3.221	1	2117000	2118000	non_coding	-	info1412	info1412	NA
Gene927	0.190802347433312	10	9	32	0.005333	48_48.61	56	48.221	7.779	64	48	16	15	0.120556743174717	5.42	-1.403	12.243	5.42	3.481	1	1389500	1390500	protein_coding	+	info927	info927	NA
Gene913	0.191764391500987	10	9	45	0.0075	48_48.61	45.857	48.974	-3.116	38	49	-11	35	0.428047045515537	-2.873	-9.967	4.222	-2.873	3.62	1	1368500	1369500	protein_coding	+	info913	info913	NA
Gene1190	0.191799692011779	10	5	19	0.003167	48_48.61	42.583	48.861	-6.278	39	48.5	-9.5	12	0.508232293448908	-3.453	-13.671	6.765	-3.453	5.213	1	1784000	1785000	non_coding	-	info1190	info1190	NA
Gene366	0.192432173023101	10	9	31	0.005167	48_48.61	38.667	49.133	-10.467	32	49	-17	15	0.375096607155277	-3.187	-10.218	3.844	-3.187	3.587	1	548000	549000	non_coding	-	info366	info366	NA
Gene336	0.192891681389914	10	6	10	0.001667	48_48.61	43	48.686	-5.686	42	48	-6	4	0.682352522792872	-2.083	-12.051	7.884	-2.083	5.086	1	503000	504000	non_coding	-	info336	info336	NA
Gene541	0.193623585432278	10	7	26	0.004333	48_48.61	56.65	48.036	8.614	61.5	47.5	14	20	0.32564901955544	4.813	-4.768	14.393	4.813	4.888	1	810500	811500	protein_coding	+	info541	info541	NA
Gene971	0.194352685516262	10	7	26	0.004333	48_48.61	44.941	48.83	-3.889	42	48	-6	17	0.153379573088121	-6.226	-14.752	2.299	-6.226	4.35	1	1455500	1456500	protein_coding	+	info971	info971	NA
Gene1258	0.194533228569837	10	10	44	0.007333	48_48.61	58.281	47.455	10.826	56	44.5	11.5	32	0.0262881486927487	7.794	0.954	14.633	7.794	3.49	1	1886000	1887000	non_coding	-	info1258	info1258	NA
Gene1420	0.194538198746735	10	9	40	0.006667	48_48.61	58.214	47.621	10.593	50	45.5	4.5	28	0.131744614319252	5.288	-1.569	12.144	5.288	3.498	1	2129000	2130000	non_coding	-	info1420	info1420	NA
Gene563	0.19518283536029	10	8	25	0.004167	48_48.61	57.429	48.399	9.029	51	48	3	7	0.576976083573831	-1.466	-6.61	3.679	-1.466	2.625	1	843500	844500	protein_coding	+	info563	info563	NA
Gene410	0.19666528748963	10	7	29	0.004833	48_48.61	44.591	48.928	-4.337	41	49	-8	22	0.247454733000289	-5.365	-14.439	3.709	-5.365	4.63	1	614000	615000	non_coding	-	info410	info410	NA
Gene920	0.196814361241324	10	10	42	0.007	48_48.61	59.706	47.192	12.514	64	45.5	18.5	34	0.0197203158969663	9.422	1.545	17.299	9.422	4.019	1	1379000	1380000	non_coding	-	info920	info920	NA
Gene1341	0.197284275003064	10	10	26	0.004333	48_48.61	45.889	48.784	-2.895	37	48.5	-11.5	18	0.352314323592026	-3.923	-12.177	4.331	-3.923	4.211	1	2010500	2011500	protein_coding	+	info1341	info1341	NA
Gene1261	0.19731613029179	10	8	25	0.004167	48_48.61	43.947	48.925	-4.978	42	49	-7	19	0.453617014526939	-3.532	-12.756	5.693	-3.532	4.706	1	1890500	1891500	protein_coding	+	info1261	info1261	NA
Gene290	0.198839005180085	10	5	9	0.0015	48_48.61	40.667	48.772	-8.105	50	48	2	6	0.978742608542087	-0.191	-14.234	13.852	-0.191	7.165	1	434000	435000	non_coding	-	info290	info290	NA
Gene13	0.199809125002945	10	7	31	0.005167	48_48.61	50.64	48.425	2.215	48	48	0	25	0.867405739899991	0.777	-8.333	9.886	0.777	4.648	1	18500	19500	protein_coding	+	info13	info13	NA
Gene1111	0.201779746655292	10	8	21	0.0035	48_48.61	52.25	48.458	3.792	57.5	48	9.5	12	0.944546720894106	0.297	-8.069	8.664	0.297	4.269	1	1665500	1666500	protein_coding	+	info1111	info1111	NA
Gene672	0.206445985150181	10	6	29	0.004833	48_48.61	59.944	47.887	12.058	63.5	47	16.5	18	0.340776602518043	4.049	-4.268	12.367	4.049	4.244	1	1007000	1008000	non_coding	-	info672	info672	NA
Gene128	0.20658628076862	10	8	27	0.0045	48_48.61	47.118	48.7	-1.582	43	48	-5	17	0.705299953968862	-1.601	-9.888	6.687	-1.601	4.228	1	191000	192000	non_coding	-	info128	info128	NA
Gene721	0.207155016471913	10	7	25	0.004167	48_48.61	63.125	48.212	14.913	64.5	48	16.5	8	0.257078745124837	3.453	-2.507	9.413	3.453	3.041	1	1080500	1081500	protein_coding	+	info721	info721	NA
Gene216	0.20725214678613	10	9	27	0.0045	48_48.61	41.056	49.092	-8.037	30	49	-19	18	0.106226670208756	-7.343	-16.226	1.539	-7.343	4.532	1	323000	324000	non_coding	-	info216	info216	NA
Gene423	0.207490230418733	10	9	53	0.008833	48_48.61	52.688	48.123	4.564	49	48	1	32	0.365436504162477	2.82	-3.277	8.916	2.82	3.111	1	633500	634500	protein_coding	+	info423	info423	NA
Gene767	0.207533660212037	10	8	21	0.0035	48_48.61	60.6	48.197	12.403	56	48	8	10	0.532182870840342	2.608	-5.564	10.779	2.608	4.169	1	1149500	1150500	protein_coding	+	info767	info767	NA
Gene1305	0.208165662322253	10	10	31	0.005167	48_48.61	47	48.713	-1.713	43	48	-5	18	0.581741960769178	1.909	-4.875	8.693	1.909	3.461	1	1956500	1957500	protein_coding	+	info1305	info1305	NA
Gene933	0.208954345700441	10	10	48	0.008	48_48.61	43.821	49.103	-5.282	47.5	48	-0.5	28	0.613872117468384	-1.384	-6.752	3.985	-1.384	2.739	1	1398500	1399500	protein_coding	+	info933	info933	NA
Gene538	0.209002081342715	10	10	27	0.0045	48_48.61	61	47.866	13.134	69	47	22	17	0.0814555040863221	7.492	-0.907	15.891	7.492	4.285	1	806000	807000	non_coding	-	info538	info538	NA
Gene619	0.209035678917392	10	9	30	0.005	48_48.61	54.45	48.193	6.257	50	47.5	2.5	20	0.964927949419985	0.155	-6.737	7.046	0.155	3.516	1	927500	928500	protein_coding	+	info619	info619	NA
Gene584	0.20926457871399	10	7	24	0.004	48_48.61	48.538	48.613	-0.075	40	48	-8	13	0.843480540316131	-0.804	-8.775	7.168	-0.804	4.067	1	875000	876000	non_coding	-	info584	info584	NA
Gene1025	0.209503735053868	10	6	20	0.003333	48_48.61	52.357	48.427	3.931	50	47.5	2.5	14	0.280462513700317	4.861	-3.951	13.673	4.861	4.496	1	1536500	1537500	protein_coding	+	info1025	info1025	NA
Gene810	0.210894822543687	10	9	41	0.006833	48_48.61	58.227	47.849	10.378	57	46.5	10.5	22	0.12927316786624	4.825	-1.392	11.042	4.825	3.172	1	1214000	1215000	non_coding	-	info810	info810	NA
Gene1015	0.211534285400241	10	9	27	0.0045	48_48.61	55.95	48.086	7.864	54	47.5	6.5	20	0.0288564748659012	9.84	1.059	18.621	9.84	4.48	1	1521500	1522500	protein_coding	+	info1015	info1015	NA
Gene681	0.211832443221011	10	9	35	0.005833	48_48.61	40.792	49.29	-8.498	33	49	-16	24	0.709813168786181	-1.4	-8.769	5.968	-1.4	3.759	1	1020500	1021500	protein_coding	+	info681	info681	NA
Gene989	0.212953032199255	10	8	31	0.005167	48_48.61	47.588	48.671	-1.083	42	48	-6	17	0.560963070620654	-2.181	-9.527	5.164	-2.181	3.748	1	1482500	1483500	protein_coding	+	info989	info989	NA
Gene180	0.213677599601742	10	5	16	0.002667	48_48.61	53.545	48.422	5.123	51	48	3	11	0.465088371832969	4.326	-7.266	15.919	4.326	5.915	1	269000	270000	non_coding	-	info180	info180	NA
Gene1437	0.214008160212916	6	5	23	0.006389	48_48.61	45.538	48.749	-3.211	50	48	2	13	0.751850631846038	-1.453	-10.448	7.543	-1.453	4.589	1	2154500	2155500	protein_coding	+	info1437	info1437	NA
Gene355	0.215452712894332	10	5	10	0.001667	48_48.61	8	48.883	-40.883	8	48	-40	2	0.0676531892566454	-7.625	-15.773	0.523	-7.625	4.157	1	531500	532500	protein_coding	+	info355	info355	NA
Gene71	0.215636367467384	10	9	37	0.006167	48_48.61	49.957	48.498	1.458	58	47	11	23	0.572811861639506	1.859	-4.595	8.313	1.859	3.293	1	105500	106500	protein_coding	+	info71	info71	NA
Gene696	0.216456674685368	10	6	21	0.0035	48_48.61	57.692	48.199	9.494	49	48	1	13	0.0268429285242521	10.081	1.201	18.962	10.081	4.531	1	1043000	1044000	non_coding	-	info696	info696	NA
Gene1407	0.217792698056375	10	9	35	0.005833	48_48.61	47.353	48.686	-1.333	50	48	2	17	0.402524563230562	2.505	-3.352	8.363	2.505	2.988	1	2109500	2110500	protein_coding	+	info1407	info1407	NA
Gene1033	0.217978346370248	10	10	37	0.006167	48_48.61	46.433	48.852	-2.419	50	48	2	30	0.40820317454187	-3.268	-11.003	4.466	-3.268	3.946	1	1548500	1549500	protein_coding	+	info1033	info1033	NA
Gene1043	0.218579519512888	10	7	35	0.005833	48_48.61	50.912	48.316	2.596	49	48	1	34	0.633424685310991	2.453	-7.617	12.523	2.453	5.138	1	1563500	1564500	protein_coding	+	info1043	info1043	NA
Gene1021	0.218907087076633	10	4	14	0.002333	48_48.61	52.357	48.427	3.931	56	47.5	8.5	14	0.553817525933577	4.772	-11.006	20.549	4.772	8.05	1	1530500	1531500	protein_coding	+	info1021	info1021	NA
Gene543	0.219635332859641	10	8	30	0.005	48_48.61	45.667	48.798	-3.131	38	48	-10	18	0.503867364934657	-2.363	-9.285	4.558	-2.363	3.532	1	813500	814500	protein_coding	+	info543	info543	NA
Gene23	0.219671520542237	10	9	39	0.0065	48_48.61	39.231	49.5	-10.269	38.5	49	-10.5	26	0.0711583057223025	-6.815	-14.19	0.56	-6.815	3.763	1	33500	34500	protein_coding	+	info23	info23	NA
Gene884	0.220280405976127	10	10	42	0.007	48_48.61	45.5	48.88	-3.38	44.5	48	-3.5	24	0.81849167073409	-0.744	-7.089	5.602	-0.744	3.238	1	1325000	1326000	non_coding	-	info884	info884	NA
Gene1090	0.220447503444293	10	10	37	0.006167	48_48.61	49.304	48.552	0.752	48	48	0	23	0.573172738997846	1.689	-4.18	7.557	1.689	2.994	1	1634000	1635000	non_coding	-	info1090	info1090	NA
Gene1290	0.220744266788808	10	5	15	0.0025	48_48.61	35.9	49.048	-13.148	37.5	48.5	-11	10	0.217184962353757	-7.394	-19.113	4.324	-7.394	5.979	1	1934000	1935000	non_coding	-	info1290	info1290	NA
Gene1178	0.221036408177736	10	10	44	0.007333	48_48.61	40.933	49.463	-8.53	39.5	48.5	-9	30	0.0292314558216916	-7.285	-13.802	-0.768	-7.285	3.325	1	1766000	1767000	non_coding	-	info1178	info1178	NA
Gene52	0.221880515265094	10	8	36	0.006	48_48.61	47.273	48.716	-1.443	49	48	1	22	0.93332046920147	0.295	-6.609	7.199	0.295	3.523	1	77000	78000	non_coding	-	info52	info52	NA
Gene710	0.22267375202703	10	8	24	0.004	48_48.61	50.625	48.496	2.129	57	48	9	16	0.910857550361026	0.484	-7.981	8.949	0.484	4.319	1	1064000	1065000	non_coding	-	info710	info710	NA
Gene864	0.222762264548628	10	7	17	0.002833	48_48.61	48.643	48.608	0.034	48.5	48	0.5	14	0.821175851508489	1.426	-10.928	13.78	1.426	6.303	1	1295000	1296000	non_coding	-	info864	info864	NA
Gene1260	0.223286350875925	10	10	21	0.0035	48_48.61	47.5	48.673	-1.173	46	48	-2	16	0.5031087694242	-3.294	-12.923	6.336	-3.294	4.913	1	1889000	1890000	non_coding	-	info1260	info1260	NA
Gene688	0.224855095360057	10	7	19	0.003167	48_48.61	55.438	48.225	7.212	54.5	48	6.5	16	0.19257606580691	7.877	-3.944	19.698	7.877	6.031	1	1031000	1032000	non_coding	-	info688	info688	NA
Gene76	0.225291844285941	10	8	33	0.0055	48_48.61	50.179	48.449	1.73	45.5	48	-2.5	28	0.875693764261403	-0.734	-9.927	8.459	-0.734	4.69	1	113000	114000	non_coding	-	info76	info76	NA
Gene727	0.226406952007315	10	9	51	0.0085	48_48.61	56.344	47.687	8.657	50	47.5	2.5	32	0.805684087199916	-0.744	-6.663	5.176	-0.744	3.02	1	1089500	1090500	protein_coding	+	info727	info727	NA
Gene416	0.226482380148527	10	8	31	0.005167	48_48.61	52.962	48.197	4.764	55	46.5	8.5	26	0.578111877108212	2.722	-6.861	12.306	2.722	4.89	1	623000	624000	non_coding	-	info416	info416	NA
Gene131	0.227378161839012	10	9	37	0.006167	48_48.61	45	48.982	-3.982	46.5	48	-1.5	28	0.561736721162003	-2.317	-10.133	5.499	-2.317	3.988	1	195500	196500	protein_coding	+	info131	info131	NA
Gene393	0.227420649695965	10	8	30	0.005	48_48.61	53.864	48.194	5.669	55	47.5	7.5	22	0.220245726911566	5.484	-3.265	14.232	5.484	4.464	1	588500	589500	protein_coding	+	info393	info393	NA
Gene1088	0.22893119023888	10	6	28	0.004667	48_48.61	52.812	48.373	4.439	53.5	47.5	6	16	0.342817566908666	3.692	-3.924	11.309	3.692	3.886	1	1631000	1632000	non_coding	-	info1088	info1088	NA
Gene728	0.229314532516852	10	10	48	0.008	48_48.61	46.35	48.771	-2.421	50	48	2	20	0.813683129412356	-0.557	-5.187	4.072	-0.557	2.362	1	1091000	1092000	non_coding	-	info728	info728	NA
Gene667	0.229705164269556	10	8	33	0.0055	48_48.61	46.706	48.724	-2.018	37	48	-11	17	0.838508265673677	-0.763	-8.098	6.572	-0.763	3.742	1	999500	1000500	protein_coding	+	info667	info667	NA
Gene306	0.229784649809297	10	10	40	0.006667	48_48.61	51.353	48.445	2.908	51	48	3	17	0.383495618404795	2.148	-2.675	6.97	2.148	2.461	1	458000	459000	non_coding	-	info306	info306	NA
Gene478	0.229869507274463	10	7	36	0.006	48_48.61	47.571	48.688	-1.117	44	49	-5	21	0.324268111530922	3.442	-3.391	10.275	3.442	3.486	1	716000	717000	non_coding	-	info478	info478	NA
Gene685	0.229890115934979	10	7	30	0.005	48_48.61	41.667	48.975	-7.309	50	48	2	15	0.190094137935858	-4.64	-11.564	2.284	-4.64	3.533	1	1026500	1027500	protein_coding	+	info685	info685	NA
Gene774	0.230641521622695	10	6	21	0.0035	48_48.61	44.733	48.814	-4.081	51	48	3	15	0.829977042532305	-1.132	-11.451	9.188	-1.132	5.265	1	1160000	1161000	non_coding	-	info774	info774	NA
Gene1179	0.230684280612648	10	8	36	0.006	48_48.61	52.267	48.418	3.849	51	48	3	15	0.959631847445011	0.143	-5.396	5.682	0.143	2.826	1	1767500	1768500	protein_coding	+	info1179	info1179	NA
Gene889	0.230917841480353	10	5	16	0.002667	48_48.61	49.5	48.598	0.902	45.5	48	-2.5	4	0.957584101093319	0.181	-6.484	6.846	0.181	3.401	1	1332500	1333500	protein_coding	+	info889	info889	NA
Gene900	0.231305535349338	10	3	19	0.003167	48_48.61	32.947	49.669	-16.722	31	49	-18	19	0.026061562402764	-15.566	-29.207	-1.925	-15.566	6.96	1	1349000	1350000	non_coding	-	info900	info900	NA
Gene1098	0.231973253366904	10	6	25	0.004167	48_48.61	47.45	48.693	-1.243	46	48	-2	20	0.917993108298239	-0.527	-10.56	9.505	-0.527	5.119	1	1646000	1647000	non_coding	-	info1098	info1098	NA
Gene487	0.233542147100577	10	5	17	0.002833	48_48.61	51.2	48.521	2.679	52	48	4	10	0.263875069214139	5.082	-3.816	13.979	5.082	4.539	1	729500	730500	protein_coding	+	info487	info487	NA
Gene732	0.23367289225708	10	10	57	0.0095	48_48.61	52.633	48.163	4.47	48	47.5	0.5	30	0.983243627934863	-0.058	-5.457	5.341	-0.058	2.755	1	1097000	1098000	non_coding	-	info732	info732	NA
Gene701	0.233704357077064	10	8	31	0.005167	48_48.61	52.037	48.271	3.766	56	48	8	27	0.950107668356887	-0.308	-9.944	9.329	-0.308	4.917	1	1050500	1051500	protein_coding	+	info701	info701	NA
Gene953	0.234026960295955	10	9	21	0.0035	48_48.61	50.714	48.56	2.155	48	48	0	7	0.910852578556896	0.403	-6.643	7.449	0.403	3.595	1	1428500	1429500	protein_coding	+	info953	info953	NA
Gene609	0.234090608524244	10	9	34	0.005667	48_48.61	35.476	49.599	-14.122	31	49	-18	21	0.0368082377938916	-7.438	-14.389	-0.488	-7.438	3.546	1	912500	913500	protein_coding	+	info609	info609	NA
Gene1349	0.234779606751645	10	9	29	0.004833	48_48.61	64.818	47.993	16.825	79	47	32	11	0.020899092561076	6.388	0.997	11.78	6.388	2.751	1	2022500	2023500	protein_coding	+	info1349	info1349	NA
Gene902	0.235330012667116	10	7	35	0.005833	48_48.61	45.677	48.948	-3.271	50	48	2	31	0.487083699585265	-3.27	-12.481	5.941	-3.27	4.7	1	1352000	1353000	non_coding	-	info902	info902	NA
Gene1308	0.236747275422813	10	9	36	0.006	48_48.61	54.75	48.264	6.486	60	48	12	16	0.139738127087852	4.537	-1.468	10.543	4.537	3.064	1	1961000	1962000	non_coding	-	info1308	info1308	NA
Gene100	0.237695492882246	10	6	24	0.004	48_48.61	47	48.677	-1.677	43	48.5	-5.5	12	0.463198258773142	-3.041	-11.156	5.074	-3.041	4.14	1	149000	150000	non_coding	-	info100	info100	NA
Gene1006	0.238580594956294	10	7	16	0.002667	48_48.61	60.7	48.193	12.507	68.5	48	20.5	10	0.723658807896011	1.679	-7.621	10.98	1.679	4.745	1	1508000	1509000	non_coding	-	info1006	info1006	NA
Gene224	0.238694902713998	10	7	22	0.003667	48_48.61	41.143	48.788	-7.646	39	48	-9	7	0.465092131449997	-2.534	-9.324	4.256	-2.534	3.465	1	335000	336000	non_coding	-	info224	info224	NA
Gene786	0.238856925403336	10	9	40	0.006667	48_48.61	56.562	48.162	8.401	60.5	48	12.5	16	0.12137705864919	4.354	-1.139	9.847	4.354	2.803	1	1178000	1179000	non_coding	-	info786	info786	NA
Gene269	0.241504667122766	10	9	35	0.005833	48_48.61	50.138	48.446	1.691	51	48	3	29	0.626413237757453	-2.135	-10.722	6.452	-2.135	4.381	1	402500	403500	protein_coding	+	info269	info269	NA
Gene1402	0.241644215479298	10	7	33	0.0055	48_48.61	49.136	48.568	0.568	39.5	48	-8.5	22	0.983162427099306	-0.086	-8.102	7.93	-0.086	4.09	1	2102000	2103000	non_coding	-	info1402	info1402	NA
Gene339	0.241696369583608	10	6	25	0.004167	48_48.61	44.238	48.939	-4.701	42	48	-6	21	0.543612660098096	-3.214	-13.572	7.145	-3.214	5.285	1	507500	508500	protein_coding	+	info339	info339	NA
Gene937	0.241719822867352	10	7	33	0.0055	48_48.61	49.667	48.518	1.149	49	48	1	24	0.715172215420096	1.56	-6.811	9.931	1.56	4.271	1	1404500	1405500	protein_coding	+	info937	info937	NA
Gene455	0.24236217003246	10	10	52	0.008667	48_48.61	48.091	48.674	-0.583	50	48	2	33	0.618231870047903	1.501	-4.396	7.397	1.501	3.008	1	681500	682500	protein_coding	+	info455	info455	NA
Gene1060	0.242471856554881	10	7	21	0.0035	48_48.61	40.385	48.983	-8.598	44	49	-5	13	0.331937781509455	-4.542	-13.702	4.618	-4.542	4.674	1	1589000	1590000	non_coding	-	info1060	info1060	NA
Gene1032	0.245106017090303	10	10	33	0.0055	48_48.61	48.296	48.641	-0.345	51	47	4	27	0.992765665733301	0.04	-8.502	8.582	0.04	4.358	1	1547000	1548000	non_coding	-	info1032	info1032	NA
Gene240	0.24513435509077	10	5	16	0.002667	48_48.61	36.077	49.178	-13.101	28	49	-21	13	0.172731843703118	-8.699	-21.172	3.775	-8.699	6.364	1	359000	360000	non_coding	-	info240	info240	NA
Gene970	0.245203842381442	10	7	17	0.002833	48_48.61	38.308	49.077	-10.769	32	49	-17	13	0.273708790634802	-6.556	-18.273	5.161	-6.556	5.978	1	1454000	1455000	non_coding	-	info970	info970	NA
Gene340	0.245880068708154	10	7	21	0.0035	48_48.61	46.412	48.742	-2.33	45	48	-3	17	0.834735778555721	-1.171	-12.161	9.819	-1.171	5.607	1	509000	510000	non_coding	-	info340	info340	NA
Gene254	0.246254371675951	10	10	40	0.006667	48_48.61	35.471	50.289	-14.819	26	50	-24	34	0.0193823918615357	-10.019	-18.371	-1.666	-10.019	4.261	1	380000	381000	non_coding	-	info254	info254	NA
Gene511	0.246655596492359	10	10	38	0.006333	48_48.61	41.286	49.161	-7.876	40	49	-9	21	0.2542941891321	-3.582	-9.728	2.564	-3.582	3.136	1	765500	766500	protein_coding	+	info511	info511	NA
Gene599	0.247339492461351	10	4	8	0.001333	48_48.61	71.875	47.973	23.902	69.5	47	22.5	8	0.0255100417116322	23.543	2.989	44.096	23.543	10.487	1	897500	898500	protein_coding	+	info599	info599	NA
Gene383	0.248193375064485	10	10	37	0.006167	48_48.61	50.931	48.362	2.569	49	48	1	29	0.898021431184893	-0.543	-8.837	7.752	-0.543	4.232	1	573500	574500	protein_coding	+	info383	info383	NA
Gene931	0.248259983131867	10	9	22	0.003667	48_48.61	50.706	48.484	2.222	54	48	6	17	0.932454672391314	0.427	-9.45	10.305	0.427	5.04	1	1395500	1396500	protein_coding	+	info931	info931	NA
Gene270	0.248616861175136	10	7	32	0.005333	48_48.61	49.95	48.514	1.436	54	47	7	20	0.626594559833068	1.978	-5.98	9.935	1.978	4.06	1	404000	405000	non_coding	-	info270	info270	NA
Gene995	0.248876706603052	10	6	26	0.004333	48_48.61	45.905	48.814	-2.909	34	49	-15	21	0.44665916921802	-3.886	-13.881	6.109	-3.886	5.1	1	1491500	1492500	protein_coding	+	info995	info995	NA
Gene1223	0.250497668299201	10	10	57	0.0095	48_48.61	55.4	47.993	7.407	63	47	16	25	0.3626900060649	2.205	-2.536	6.946	2.205	2.419	1	1833500	1834500	protein_coding	+	info1223	info1223	NA
Gene499	0.250758746204324	10	10	30	0.005	48_48.61	47.091	48.73	-1.639	42.5	48	-5.5	22	0.859966896312839	0.772	-7.797	9.34	0.772	4.372	1	747500	748500	protein_coding	+	info499	info499	NA
Gene156	0.252349519985192	10	6	29	0.004833	48_48.61	46.667	48.712	-2.046	49	48	1	15	0.800810734875258	-0.914	-8.011	6.182	-0.914	3.621	1	233000	234000	non_coding	-	info156	info156	NA
Gene145	0.252649545345113	10	4	14	0.002333	48_48.61	46.857	48.696	-1.839	46	48	-2	14	0.691734157794809	-3.213	-19.08	12.654	-3.213	8.095	1	216500	217500	protein_coding	+	info145	info145	NA
Gene687	0.252739474818684	10	9	31	0.005167	48_48.61	49.148	48.557	0.591	49	47	2	27	0.5893582674946	2.653	-6.969	12.274	2.653	4.909	1	1029500	1030500	protein_coding	+	info687	info687	NA
Gene789	0.252794892950921	10	6	20	0.003333	48_48.61	62.444	47.727	14.717	62	46.5	15.5	18	0.0779654304728106	10.849	-1.173	22.87	10.849	6.133	1	1182500	1183500	protein_coding	+	info789	info789	NA
Gene764	0.252880658973212	10	5	20	0.003333	48_48.61	37	49.439	-12.439	25	49	-24	20	0.0900038210662544	-11.51	-24.772	1.752	-11.51	6.767	1	1145000	1146000	non_coding	-	info764	info764	NA
Gene799	0.253167002963553	10	8	26	0.004333	48_48.61	44.444	48.876	-4.431	43	48	-5	18	0.502905103166607	-3.131	-12.279	6.018	-3.131	4.668	1	1197500	1198500	protein_coding	+	info799	info799	NA
Gene534	0.25337078692058	10	8	27	0.0045	48_48.61	51.273	48.399	2.873	47.5	48	-0.5	22	0.617632611012446	2.247	-6.565	11.058	2.247	4.496	1	800000	801000	non_coding	-	info534	info534	NA
Gene797	0.254361614044892	10	10	40	0.006667	48_48.61	54.833	48.069	6.764	50	47.5	2.5	24	0.311435165510909	3.38	-3.153	9.913	3.38	3.333	1	1194500	1195500	protein_coding	+	info797	info797	NA
Gene1211	0.254703186924618	10	7	32	0.005333	48_48.61	29.882	49.735	-19.853	24	49	-25	17	0.0043252409396997	-10.528	-17.703	-3.353	-10.528	3.661	1	1815500	1816500	protein_coding	+	info1211	info1211	NA
Gene205	0.255169245021572	10	9	22	0.003667	48_48.61	47.333	48.691	-1.358	44	48.5	-4.5	18	0.446549812019698	-4.182	-14.938	6.573	-4.182	5.487	1	306500	307500	protein_coding	+	info205	info205	NA
Gene1164	0.255301289771362	10	8	36	0.006	48_48.61	47.15	48.714	-1.564	49	48	1	20	0.786616867031632	0.999	-6.229	8.228	0.999	3.688	1	1745000	1746000	non_coding	-	info1164	info1164	NA
Gene123	0.255408129918097	10	5	16	0.002667	48_48.61	43.5	48.786	-5.286	45.5	48	-2.5	10	0.582110452570794	-2.897	-13.202	7.409	-2.897	5.258	1	183500	184500	protein_coding	+	info123	info123	NA
Gene1057	0.255824077180191	10	10	38	0.006333	48_48.61	63.056	47.688	15.368	76.5	47.5	29	18	0.0712518902788624	4.285	-0.354	8.923	4.285	2.367	1	1584500	1585500	protein_coding	+	info1057	info1057	NA
Gene512	0.256703601110387	10	7	27	0.0045	48_48.61	60.143	47.742	12.401	52	47	5	21	0.0628831172687931	9.109	-0.453	18.672	9.109	4.879	1	767000	768000	non_coding	-	info512	info512	NA
Gene1073	0.257169163610447	10	8	38	0.006333	48_48.61	57.13	47.903	9.228	51	47	4	23	0.153222057315715	4.673	-1.723	11.069	4.673	3.263	1	1608500	1609500	protein_coding	+	info1073	info1073	NA
Gene374	0.257210412217019	10	10	47	0.007833	48_48.61	50.677	48.372	2.306	57	47	10	31	0.658706898402173	1.367	-4.693	7.428	1.367	3.092	1	560000	561000	non_coding	-	info374	info374	NA
Gene5	0.257567460353267	10	7	26	0.004333	48_48.61	51.769	48.31	3.459	48	48	0	26	0.541824933167526	3.668	-8.102	15.437	3.668	6.005	1	6500	7500	protein_coding	+	info5	info5	NA
