SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene117	0.265881649585187	10	8	35	0.005833	48_48.61	44.667	49	-4.333	39	48	-9	27	0.434645243873067	-3.397	-11.907	5.113	-3.397	4.342	1	174500	175500	protein_coding	+	info117	info117	NA
Gene1030	0.266403506546629	10	10	28	0.004667	48_48.61	45.778	48.791	-3.013	37.5	48	-10.5	18	0.675489274583401	-1.64	-9.313	6.032	-1.64	3.915	1	1544000	1545000	non_coding	-	info1030	info1030	NA
Gene351	0.266919997846093	10	9	35	0.005833	48_48.61	54.28	48.095	6.185	56	47	9	25	0.201342327239862	5.012	-2.659	12.682	5.012	3.914	1	525500	526500	protein_coding	+	info351	info351	NA
Gene1010	0.271968739909942	10	9	31	0.005167	48_48.61	51.611	48.418	3.193	56	48	8	18	0.887893645465605	0.567	-7.313	8.447	0.567	4.02	1	1514000	1515000	non_coding	-	info1010	info1010	NA
Gene6	0.272594319108306	10	10	28	0.004667	48_48.61	52.65	48.321	4.329	50.5	47.5	3	20	0.506964479653929	2.849	-5.557	11.255	2.849	4.289	1	8000	9000	non_coding	-	info6	info6	NA
Gene1003	0.273070297562348	10	8	38	0.006333	48_48.61	45.083	48.917	-3.833	36	49	-13	24	0.462892749158692	-2.754	-10.099	4.59	-2.754	3.747	1	1503500	1504500	protein_coding	+	info1003	info1003	NA
Gene72	0.273392806729014	10	6	17	0.002833	48_48.61	34.154	49.265	-15.111	27	48	-21	13	0.230147710366779	-6.909	-18.171	4.352	-6.909	5.746	1	107000	108000	non_coding	-	info72	info72	NA
Gene79	0.273912738371136	10	9	37	0.006167	48_48.61	55.742	47.788	7.954	59	45	14	31	0.158875944998886	6.07	-2.353	14.492	6.07	4.297	1	117500	118500	protein_coding	+	info79	info79	NA
Gene347	0.274691619720736	10	7	24	0.004	48_48.61	34.778	49.038	-14.26	26	48	-22	9	0.207857360188632	-4.087	-10.432	2.259	-4.087	3.238	1	519500	520500	protein_coding	+	info347	info347	NA
Gene1035	0.275019132604975	10	8	19	0.003167	48_48.61	40.933	49.014	-8.081	33	49	-16	15	0.180289536250385	-7.457	-18.339	3.425	-7.457	5.552	1	1551500	1552500	protein_coding	+	info1035	info1035	NA
Gene1171	0.27541736488607	10	10	38	0.006333	48_48.61	41.381	49.154	-7.773	27	48	-21	21	0.177730446818746	-4.402	-10.788	1.984	-4.402	3.258	1	1755500	1756500	protein_coding	+	info1171	info1171	NA
Gene809	0.276896592849394	10	10	43	0.007167	48_48.61	40.789	49.139	-8.349	31	49	-18	19	0.219270813102452	-3.457	-8.96	2.047	-3.457	2.808	1	1212500	1213500	protein_coding	+	info809	info809	NA
Gene689	0.27739538268298	10	9	30	0.005	48_48.61	40.824	49.078	-8.254	37	48	-11	17	0.20473748538813	-5.007	-12.729	2.714	-5.007	3.94	1	1032500	1033500	protein_coding	+	info689	info689	NA
Gene209	0.277538089581975	10	10	33	0.0055	48_48.61	49.333	48.572	0.761	44	48	-4	15	0.767848872140508	-0.954	-7.284	5.375	-0.954	3.229	1	312500	313500	protein_coding	+	info209	info209	NA
Gene465	0.278471467078242	10	9	40	0.006667	48_48.61	47.655	48.712	-1.057	40	49	-9	29	0.965700578035563	-0.169	-7.843	7.506	-0.169	3.916	1	696500	697500	protein_coding	+	info465	info465	NA
Gene360	0.280814768859163	10	7	21	0.0035	48_48.61	50.368	48.491	1.877	48	48	0	19	0.782484061598188	-1.669	-13.506	10.168	-1.669	6.039	1	539000	540000	non_coding	-	info360	info360	NA
Gene1317	0.281568645290887	10	9	36	0.006	48_48.61	52.955	48.266	4.688	52.5	47	5.5	22	0.282760140898278	4.011	-3.295	11.317	4.011	3.728	1	1974500	1975500	protein_coding	+	info1317	info1317	NA
Gene1096	0.281621614149462	10	10	46	0.007667	48_48.61	47.875	48.674	-0.799	53	47.5	5.5	24	0.347665419413454	-2.492	-7.686	2.701	-2.492	2.65	1	1643000	1644000	non_coding	-	info1096	info1096	NA
Gene121	0.281707972567865	10	9	34	0.005667	48_48.61	35.923	49.185	-13.262	23	49	-26	13	0.180589332365011	-4.132	-10.167	1.902	-4.132	3.079	1	180500	181500	protein_coding	+	info121	info121	NA
Gene430	0.283098569825688	10	8	18	0.003	48_48.61	36.273	49.08	-12.807	40	49	-9	11	0.181838328966644	-6.855	-16.895	3.185	-6.855	5.123	1	644000	645000	non_coding	-	info430	info430	NA
Gene628	0.286023071027161	10	6	14	0.002333	48_48.61	48	48.627	-0.627	50.5	48	2.5	8	0.869436198895054	0.909	-9.921	11.739	0.909	5.525	1	941000	942000	non_coding	-	info628	info628	NA
Gene930	0.287081985650483	10	10	41	0.006833	48_48.61	51.833	48.33	3.504	47.5	48	-0.5	24	0.616996204674638	-1.38	-6.785	4.024	-1.38	2.757	1	1394000	1395000	non_coding	-	info930	info930	NA
Gene750	0.287570471107632	10	5	12	0.002	48_48.61	58.091	48.249	9.842	60	48	12	11	0.199796754286094	10.224	-5.37	25.818	10.224	7.956	1	1124000	1125000	non_coding	-	info750	info750	NA
Gene1299	0.288147567038578	10	5	7	0.001167	48_48.61	52.5	48.557	3.943	44	48	-4	4	0.636487876859229	3.886	-12.214	19.987	3.886	8.215	1	1947500	1948500	protein_coding	+	info1299	info1299	NA
Gene154	0.289810790988402	10	8	29	0.004833	48_48.61	63.692	47.927	15.765	67	47	20	13	0.168436014430579	4.851	-2.036	11.739	4.851	3.514	1	230000	231000	non_coding	-	info154	info154	NA
Gene1175	0.291636331498381	10	10	30	0.005	48_48.61	46.476	48.771	-2.294	48	48	0	21	0.404302422637154	-3.697	-12.372	4.979	-3.697	4.426	1	1761500	1762500	protein_coding	+	info1175	info1175	NA
Gene21	0.292332146433458	10	8	36	0.006	48_48.61	48.962	48.577	0.385	51	48	3	26	0.597548627344282	1.974	-5.347	9.295	1.974	3.735	1	30500	31500	protein_coding	+	info21	info21	NA
Gene89	0.292591071994641	10	8	33	0.0055	48_48.61	41.08	49.295	-8.215	42	49	-7	25	0.255994039682055	-4.803	-13.074	3.468	-4.803	4.22	1	132500	133500	protein_coding	+	info89	info89	NA
Gene1212	0.293521139874153	10	9	26	0.004333	48_48.61	40.45	49.193	-8.743	39	49	-10	20	0.188578284253204	-6.492	-16.147	3.163	-6.492	4.926	1	1817000	1818000	non_coding	-	info1212	info1212	NA
Gene1077	0.294452129328609	10	9	39	0.0065	48_48.61	49	48.56	0.44	51	47.5	3.5	34	0.918638442296296	0.443	-8.049	8.935	0.443	4.333	1	1614500	1615500	protein_coding	+	info1077	info1077	NA
Gene18	0.294727225559056	10	9	27	0.0045	48_48.61	50.214	48.531	1.683	49	48	1	14	0.23143528177147	3.774	-2.394	9.941	3.774	3.147	1	26000	27000	non_coding	-	info18	info18	NA
Gene192	0.294816224311715	10	10	32	0.005333	48_48.61	41.333	49.074	-7.741	41	48	-7	18	0.322700400630886	-3.662	-10.907	3.584	-3.662	3.697	1	287000	288000	non_coding	-	info192	info192	NA
Gene876	0.296612317271202	10	8	30	0.005	48_48.61	44.192	49.029	-4.837	47.5	48	-0.5	26	0.208804966249028	-6.346	-16.22	3.528	-6.346	5.038	1	1313000	1314000	non_coding	-	info876	info876	NA
Gene707	0.297606295907002	10	10	19	0.003167	48_48.61	49.692	48.561	1.131	44	48	-4	13	0.3256705792273	4.46	-4.419	13.34	4.46	4.53	1	1059500	1060500	protein_coding	+	info707	info707	NA
Gene581	0.298320000316815	10	5	20	0.003333	48_48.61	56.5	48.165	8.335	62.5	47.5	15	16	0.191182140517218	7.455	-3.698	18.607	7.455	5.69	1	870500	871500	protein_coding	+	info581	info581	NA
Gene883	0.299719258520552	10	9	47	0.007833	48_48.61	53.931	48.041	5.89	49	48	1	29	0.198827224650003	3.667	-1.914	9.248	3.667	2.847	1	1323500	1324500	protein_coding	+	info883	info883	NA
Gene695	0.302967497833586	10	10	24	0.004	48_48.61	48.941	48.59	0.351	45	48	-3	17	0.558378602426478	-2.655	-11.537	6.227	-2.655	4.532	1	1041500	1042500	protein_coding	+	info695	info695	NA
Gene1109	0.303862986960848	10	9	39	0.0065	48_48.61	37.583	49.569	-11.986	38.5	49	-10.5	24	0.202094257133534	-3.972	-10.061	2.117	-3.972	3.107	1	1662500	1663500	protein_coding	+	info1109	info1109	NA
Gene620	0.304112535473171	10	10	47	0.007833	48_48.61	54.28	48.095	6.185	62	47	15	25	0.202044116330862	3.574	-1.904	9.052	3.574	2.795	1	929000	930000	non_coding	-	info620	info620	NA
Gene699	0.304254646849669	10	8	29	0.004833	48_48.61	44.688	48.831	-4.143	46.5	48	-1.5	16	0.266557570109045	-4.012	-11.075	3.052	-4.012	3.604	1	1047500	1048500	protein_coding	+	info699	info699	NA
Gene615	0.30463536602792	10	9	28	0.004667	48_48.61	44.091	48.968	-4.877	41.5	48	-6.5	22	0.44673045537242	-3.469	-12.394	5.455	-3.469	4.553	1	921500	922500	protein_coding	+	info615	info615	NA
Gene418	0.305997574860603	10	10	44	0.007333	48_48.61	44.828	49.015	-4.187	42	49	-7	29	0.205593387213017	-4.354	-11.082	2.373	-4.354	3.433	1	626000	627000	non_coding	-	info418	info418	NA
Gene1200	0.307251837459439	10	10	42	0.007	48_48.61	49.944	48.525	1.42	51	48	3	18	0.949701355661558	-0.185	-5.929	5.559	-0.185	2.931	1	1799000	1800000	non_coding	-	info1200	info1200	NA
Gene22	0.307551439785548	10	5	7	0.001167	48_48.61	42	48.699	-6.699	32.5	48	-15.5	4	0.354964086876936	6.256	-6.979	19.491	6.256	6.753	1	32000	33000	non_coding	-	info22	info22	NA
Gene152	0.307601480716346	10	9	38	0.006333	48_48.61	55	48.178	6.822	61	47	14	19	0.953746168131505	-0.143	-4.957	4.672	-0.143	2.457	1	227000	228000	non_coding	-	info152	info152	NA
Gene239	0.308295989078122	10	6	13	0.002167	48_48.61	49.364	48.581	0.782	50	48	2	11	0.616696965517345	3.649	-10.623	17.92	3.649	7.281	1	357500	358500	protein_coding	+	info239	info239	NA
Gene266	0.30846917300742	10	7	20	0.003333	48_48.61	38.722	49.241	-10.519	39.5	49	-9.5	18	0.168063629971503	-8.165	-19.746	3.416	-8.165	5.909	1	398000	399000	non_coding	-	info266	info266	NA
Gene1318	0.308666001539906	10	9	15	0.0025	48_48.61	65.444	48.089	17.355	69	48	21	9	0.205637755719275	6.559	-3.576	16.695	6.559	5.171	1	1976000	1977000	non_coding	-	info1318	info1318	NA
Gene1234	0.308841066853352	10	10	28	0.004667	48_48.61	40	49.095	-9.095	36	49	-13	16	0.201058007008694	-4.816	-12.182	2.55	-4.816	3.758	1	1850000	1851000	non_coding	-	info1234	info1234	NA
Gene1040	0.308941280326399	10	8	28	0.004667	48_48.61	50.409	48.468	1.941	42	48	-6	22	0.226910817783361	5.554	-3.436	14.543	5.554	4.586	1	1559000	1560000	non_coding	-	info1040	info1040	NA
Gene376	0.310070864943411	10	9	28	0.004667	48_48.61	47	48.744	-1.744	49	48	1	23	0.941221164606193	0.363	-9.29	10.017	0.363	4.925	1	563000	564000	non_coding	-	info376	info376	NA
Gene17	0.310381742699079	10	9	32	0.005333	48_48.61	54.958	48.058	6.9	61.5	47.5	14	24	0.504440633732946	2.813	-5.437	11.063	2.813	4.209	1	24500	25500	protein_coding	+	info17	info17	NA
Gene85	0.310514591893918	10	9	28	0.004667	48_48.61	58.913	47.755	11.159	64	47	17	23	0.291565470873527	5.257	-4.495	15.009	5.257	4.975	1	126500	127500	protein_coding	+	info85	info85	NA
Gene1158	0.310741623989889	10	10	48	0.008	48_48.61	48.846	48.588	0.259	51	47.5	3.5	26	0.806340864998295	0.684	-4.781	6.149	0.684	2.788	1	1736000	1737000	non_coding	-	info1158	info1158	NA
Gene1004	0.310829578099661	10	8	32	0.005333	48_48.61	38	49.168	-11.168	28	49	-21	15	0.232774664961712	-3.65	-9.634	2.333	-3.65	3.053	1	1505000	1506000	non_coding	-	info1004	info1004	NA
Gene1050	0.311005629193004	10	4	6	0.001	48_48.61	61.8	48.386	13.414	62	48	14	5	0.207536848272983	13.232	-7.3	33.764	13.232	10.476	1	1574000	1575000	non_coding	-	info1050	info1050	NA
Gene434	0.311453647549548	10	4	14	0.002333	48_48.61	34.909	49.131	-14.222	27	49	-22	11	0.825721518248934	-1.404	-13.888	11.081	-1.404	6.37	1	650000	651000	non_coding	-	info434	info434	NA
Gene246	0.311854702048255	10	8	33	0.0055	48_48.61	54.909	48.112	6.798	59.5	48	11.5	22	0.238361910320463	4.434	-2.922	11.79	4.434	3.753	1	368000	369000	non_coding	-	info246	info246	NA
Gene167	0.311969078945548	10	9	40	0.006667	48_48.61	51.577	48.328	3.248	53.5	47.5	6	26	0.681707957143097	-1.449	-8.366	5.468	-1.449	3.529	1	249500	250500	protein_coding	+	info167	info167	NA
Gene978	0.312114707017632	10	9	42	0.007	48_48.61	52.818	48.277	4.541	53.5	47.5	6	22	0.902498858829288	-0.359	-6.1	5.382	-0.359	2.929	1	1466000	1467000	non_coding	-	info978	info978	NA
Gene1007	0.312782383514846	10	9	29	0.004833	48_48.61	50.562	48.5	2.062	47.5	48	-0.5	16	0.392711886681654	3.093	-3.989	10.175	3.093	3.613	1	1509500	1510500	protein_coding	+	info1007	info1007	NA
Gene955	0.313055920973134	10	3	13	0.002167	48_48.61	36.875	48.932	-12.057	31.5	48	-16.5	8	0.287194829385345	-6.68	-18.959	5.599	-6.68	6.265	1	1431500	1432500	protein_coding	+	info955	info955	NA
Gene962	0.31487037425272	10	10	31	0.005167	48_48.61	42	49.032	-7.032	32	48.5	-16.5	18	0.966603509582656	-0.157	-7.498	7.184	-0.157	3.745	1	1442000	1443000	non_coding	-	info962	info962	NA
Gene19	0.315637472741752	10	8	35	0.005833	48_48.61	49.182	48.565	0.617	47	48	-1	22	0.425352647341567	2.959	-4.307	10.226	2.959	3.707	1	27500	28500	protein_coding	+	info19	info19	NA
Gene437	0.317394961820792	10	6	12	0.002	48_48.61	60.455	48.159	12.295	64	48	16	11	0.253926970700711	9.114	-6.513	24.74	9.114	7.973	1	654500	655500	protein_coding	+	info437	info437	NA
Gene235	0.317488122702342	10	10	40	0.006667	48_48.61	44.655	49.033	-4.378	37	49	-12	29	0.419258303755561	-3.158	-10.812	4.495	-3.158	3.905	1	351500	352500	protein_coding	+	info235	info235	NA
Gene77	0.32050186478544	10	9	35	0.005833	48_48.61	57.261	47.892	9.369	52	48	4	23	0.203069670662533	4.547	-2.439	11.532	4.547	3.564	1	114500	115500	protein_coding	+	info77	info77	NA
Gene122	0.322043187195507	10	9	42	0.007	48_48.61	40.8	49.168	-8.368	31	49	-18	20	0.2201586171156	-3.74	-9.706	2.226	-3.74	3.044	1	182000	183000	non_coding	-	info122	info122	NA
Gene1314	0.32233602290483	10	10	28	0.004667	48_48.61	44.75	48.827	-4.077	40.5	48.5	-8	16	0.235600071602077	-4.255	-11.271	2.762	-4.255	3.58	1	1970000	1971000	non_coding	-	info1314	info1314	NA
Gene636	0.322835291794431	10	8	40	0.006667	48_48.61	55.833	47.807	8.026	53.5	48	5.5	30	0.194153313029466	4.803	-2.431	12.038	4.803	3.691	1	953000	954000	non_coding	-	info636	info636	NA
Gene248	0.323031916582663	10	10	29	0.004833	48_48.61	45.421	48.826	-3.405	44	48	-4	19	0.762695968591872	1.11	-6.09	8.311	1.11	3.674	1	371000	372000	non_coding	-	info248	info248	NA
Gene48	0.323750243479575	10	10	39	0.0065	48_48.61	39.842	49.203	-9.361	32	49	-17	19	0.243183091421703	-3.689	-9.873	2.494	-3.689	3.155	1	71000	72000	non_coding	-	info48	info48	NA
Gene319	0.323996809219868	10	9	21	0.0035	48_48.61	56.25	48.18	8.07	61.5	48	13.5	16	0.224094593884818	6.228	-3.791	16.247	6.228	5.112	1	477500	478500	protein_coding	+	info319	info319	NA
Gene644	0.324502747431913	10	10	35	0.005833	48_48.61	48.1	48.646	-0.546	48.5	48	0.5	20	0.25914118875014	3.047	-2.235	8.329	3.047	2.695	1	965000	966000	non_coding	-	info644	info644	NA
Gene165	0.324839713334013	10	10	24	0.004	48_48.61	52.091	48.335	3.756	47.5	48	-0.5	22	0.493038831884137	3.939	-7.31	15.189	3.939	5.74	1	246500	247500	protein_coding	+	info165	info165	NA
Gene428	0.324918810524594	10	6	31	0.005167	48_48.61	48.208	48.645	-0.437	36.5	48.5	-12	24	0.664196398399335	-1.924	-10.599	6.752	-1.924	4.427	1	641000	642000	non_coding	-	info428	info428	NA
Gene1135	0.325066873338328	10	10	42	0.007	48_48.61	41.258	49.457	-8.199	39	49	-10	31	0.24273680961323	-4.155	-11.113	2.802	-4.155	3.55	1	1701500	1702500	protein_coding	+	info1135	info1135	NA
Gene1193	0.325220899192387	10	6	21	0.0035	48_48.61	56	48.355	7.645	60.5	48	12.5	10	0.256572978317239	4.831	-3.499	13.16	4.831	4.25	1	1788500	1789500	protein_coding	+	info1193	info1193	NA
Gene168	0.325311536820755	10	10	32	0.005333	48_48.61	49.632	48.541	1.091	44	48	-4	19	0.632225039080502	1.644	-5.082	8.371	1.644	3.432	1	251000	252000	non_coding	-	info168	info168	NA
Gene1111	0.325683197960699	10	9	27	0.0045	48_48.61	46.294	48.749	-2.455	49	48	1	17	0.336821262571614	3.758	-3.899	11.416	3.758	3.907	1	1665500	1666500	protein_coding	+	info1111	info1111	NA
Gene852	0.325926246755342	10	10	37	0.006167	48_48.61	48.387	48.636	-0.249	39	49	-10	31	0.764776658901445	1.295	-7.18	9.77	1.295	4.324	1	1277000	1278000	non_coding	-	info852	info852	NA
Gene261	0.32665484212337	10	10	49	0.008167	48_48.61	49.379	48.528	0.852	51	48	3	29	0.853277955400979	-0.534	-6.191	5.122	-0.534	2.886	1	390500	391500	protein_coding	+	info261	info261	NA
Gene619	0.328733428686244	10	6	23	0.003833	48_48.61	61.786	47.965	13.821	67	47.5	19.5	14	0.226587166944258	5.29	-3.266	13.846	5.29	4.366	1	927500	928500	protein_coding	+	info619	info619	NA
Gene1199	0.328945805849582	10	7	26	0.004333	48_48.61	40.688	49.056	-8.369	28.5	49	-20.5	16	0.244032283982571	-4.354	-11.665	2.957	-4.354	3.73	1	1797500	1798500	protein_coding	+	info1199	info1199	NA
Gene784	0.329004109819922	10	10	26	0.004333	48_48.61	43.167	48.957	-5.791	34	48	-14	18	0.23650198551731	-5.151	-13.663	3.36	-5.151	4.343	1	1175000	1176000	non_coding	-	info784	info784	NA
Gene880	0.329096141355804	10	10	37	0.006167	48_48.61	55.455	48.068	7.386	50.5	46.5	4	22	0.311896353688706	3.159	-2.953	9.27	3.159	3.118	1	1319000	1320000	non_coding	-	info880	info880	NA
Gene30	0.329588463211506	10	9	23	0.003833	48_48.61	63.2	48.363	14.837	70	48	22	5	0.256100518014225	3.125	-2.258	8.509	3.125	2.747	1	44000	45000	non_coding	-	info30	info30	NA
Gene102	0.329830759364464	10	8	20	0.003333	48_48.61	47.333	48.663	-1.33	49	48	1	12	0.834586515284174	1.041	-8.722	10.804	1.041	4.981	1	152000	153000	non_coding	-	info102	info102	NA
Gene105	0.330566896857507	10	10	31	0.005167	48_48.61	42.609	49.108	-6.5	31	49	-18	23	0.201796780751255	-5.66	-14.331	3.011	-5.66	4.424	1	156500	157500	protein_coding	+	info105	info105	NA
Gene863	0.331722661247892	10	7	31	0.005167	48_48.61	41.056	49.092	-8.037	37	49	-12	18	0.222869334823196	-4.377	-11.401	2.646	-4.377	3.584	1	1293500	1294500	protein_coding	+	info863	info863	NA
Gene42	0.332824723428133	10	8	27	0.0045	48_48.61	40.778	49.11	-8.332	40.5	48.5	-8	18	0.235778425766089	-4.9	-12.985	3.184	-4.9	4.125	1	62000	63000	non_coding	-	info42	info42	NA
Gene173	0.333468619779134	10	6	27	0.0045	48_48.61	38.636	48.99	-10.353	37	48	-11	11	0.272276245078901	-3.473	-9.663	2.716	-3.473	3.158	1	258500	259500	protein_coding	+	info173	info173	NA
Gene1037	0.333871348197483	10	7	18	0.003	48_48.61	57.444	48.337	9.108	42	48	-6	9	0.275201342420417	5.065	-4.016	14.145	5.065	4.633	1	1554500	1555500	protein_coding	+	info1037	info1037	NA
Gene1172	0.335221397115687	10	9	33	0.0055	48_48.61	42.474	49.025	-6.551	33	48	-15	19	0.243911575593267	-4.314	-11.556	2.928	-4.314	3.695	1	1757000	1758000	non_coding	-	info1172	info1172	NA
Gene657	0.33539366214954	10	9	21	0.0035	48_48.61	36.562	49.289	-12.726	31.5	48.5	-17	16	0.209917724330043	-6.574	-16.828	3.68	-6.574	5.232	1	984500	985500	protein_coding	+	info657	info657	NA
Gene997	0.335463409161275	10	8	23	0.003833	48_48.61	55.357	48.28	7.077	53.5	48	5.5	14	0.216524202513803	5.4	-3.146	13.946	5.4	4.36	1	1494500	1495500	protein_coding	+	info997	info997	NA
Gene705	0.337405959737411	10	10	26	0.004333	48_48.61	61.636	48.114	13.522	69	48	21	11	0.290550551616463	3.707	-3.155	10.569	3.707	3.501	1	1056500	1057500	protein_coding	+	info705	info705	NA
Gene1203	0.337557766610761	10	7	23	0.003833	48_48.61	41.273	49.191	-7.918	25	49	-24	22	0.218855406170722	-7.515	-19.47	4.439	-7.515	6.099	1	1803500	1804500	protein_coding	+	info1203	info1203	NA
Gene1017	0.337627579871832	10	10	29	0.004833	48_48.61	40.556	49.124	-8.569	33.5	49	-15.5	18	0.22846966997832	-3.768	-9.886	2.351	-3.768	3.122	1	1524500	1525500	protein_coding	+	info1017	info1017	NA
Gene881	0.337661538203379	10	10	52	0.008667	48_48.61	54.639	47.788	6.851	68.5	47.5	21	36	0.762084513491083	0.937	-5.124	6.998	0.937	3.092	1	1320500	1321500	protein_coding	+	info881	info881	NA
Gene170	0.33791000024193	10	10	45	0.0075	48_48.61	41.043	49.238	-8.195	31	49	-18	23	0.565788316236475	-1.638	-7.221	3.945	-1.638	2.849	1	254000	255000	non_coding	-	info170	info170	NA
Gene609	0.339864402228589	10	8	23	0.003833	48_48.61	44.81	48.896	-4.087	33	48	-15	21	0.612785348108021	-2.889	-14.067	8.288	-2.889	5.703	1	912500	913500	protein_coding	+	info609	info609	NA
Gene27	0.340335221321476	10	9	36	0.006	48_48.61	45.542	48.877	-3.335	36	49	-13	24	0.964323880711621	0.159	-6.811	7.129	0.159	3.556	1	39500	40500	protein_coding	+	info27	info27	NA
Gene1251	0.341015894229052	10	9	44	0.007333	48_48.61	41.704	49.293	-7.589	31	49	-18	27	0.23927452262777	-3.434	-9.141	2.274	-3.434	2.912	1	1875500	1876500	protein_coding	+	info1251	info1251	NA
Gene1012	0.341053265914878	10	7	20	0.003333	48_48.61	54	48.286	5.714	62	48	14	17	0.638642911721048	2.791	-8.847	14.429	2.791	5.938	1	1517000	1518000	non_coding	-	info1012	info1012	NA
Gene363	0.341585065076025	10	10	28	0.004667	48_48.61	59	48.101	10.899	59.5	47	12.5	14	0.379940934658598	2.926	-3.596	9.448	2.926	3.328	1	543500	544500	protein_coding	+	info363	info363	NA
Gene273	0.341949971884851	10	10	25	0.004167	48_48.61	43.611	48.929	-5.318	39.5	49	-9.5	18	0.225109767232583	-5.567	-14.544	3.409	-5.567	4.58	1	408500	409500	protein_coding	+	info273	info273	NA
Gene993	0.34205609996751	10	10	37	0.006167	48_48.61	55.875	47.978	7.897	59	47.5	11.5	24	0.209097184961603	4.747	-2.644	12.138	4.747	3.771	1	1488500	1489500	protein_coding	+	info993	info993	NA
Gene236	0.34232504098769	10	9	27	0.0045	48_48.61	49.053	48.58	0.473	44	48	-4	19	0.710396754453572	1.645	-7.027	10.316	1.645	4.425	1	353000	354000	non_coding	-	info236	info236	NA
Gene1063	0.342781196062287	10	9	27	0.0045	48_48.61	52.318	48.317	4.002	46.5	48	-1.5	22	0.770515047261939	1.459	-8.336	11.255	1.459	4.998	1	1593500	1594500	protein_coding	+	info1063	info1063	NA
Gene361	0.343898229468908	10	10	35	0.005833	48_48.61	53.857	48.215	5.642	51	48	3	21	0.616943031046458	-1.397	-6.864	4.07	-1.397	2.789	1	540500	541500	protein_coding	+	info361	info361	NA
Gene1098	0.34396988674047	10	9	37	0.006167	48_48.61	62	47.856	14.144	59	47.5	11.5	16	0.254872697042406	3.22	-2.312	8.752	3.22	2.823	1	1646000	1647000	non_coding	-	info1098	info1098	NA
Gene489	0.344351921175516	10	7	17	0.002833	48_48.61	38.583	49.028	-10.444	35.5	49	-13.5	12	0.214990631374628	-6.907	-17.8	3.987	-6.907	5.558	1	732500	733500	protein_coding	+	info489	info489	NA
Gene1316	0.345271093044063	10	10	27	0.0045	48_48.61	46.545	48.773	-2.228	44	48.5	-4.5	22	0.799479100088789	-1.239	-10.794	8.315	-1.239	4.875	1	1973000	1974000	non_coding	-	info1316	info1316	NA
Gene314	0.346490526033844	10	8	26	0.004333	48_48.61	43.833	49.025	-5.192	43.5	49	-5.5	24	0.976577108270554	-0.164	-11.1	10.772	-0.164	5.58	1	470000	471000	non_coding	-	info314	info314	NA
Gene1090	0.348320209539211	10	9	30	0.005	48_48.61	60.941	47.869	13.072	58	45	13	17	0.244794814688961	4.296	-2.929	11.52	4.296	3.686	1	1634000	1635000	non_coding	-	info1090	info1090	NA
Gene623	0.348401295859992	10	10	41	0.006833	48_48.61	58.3	48.276	10.024	68	48	20	10	0.395276877421976	1.723	-2.244	5.691	1.723	2.024	1	933500	934500	protein_coding	+	info623	info623	NA
Gene940	0.348410315520989	10	9	49	0.008167	48_48.61	55.033	47.896	7.137	54	46.5	7.5	30	0.233293383498404	3.484	-2.233	9.202	3.484	2.917	1	1409000	1410000	non_coding	-	info940	info940	NA
Gene601	0.348577613648335	10	10	30	0.005	48_48.61	58.238	47.885	10.353	58	47	11	21	0.215329131898092	5.306	-3.069	13.68	5.306	4.273	1	900500	901500	protein_coding	+	info601	info601	NA
Gene1181	0.348690744453605	10	7	29	0.004833	48_48.61	45.87	48.838	-2.968	37	49	-12	23	0.330757569817426	-4.63	-13.946	4.685	-4.63	4.753	1	1770500	1771500	protein_coding	+	info1181	info1181	NA
Gene487	0.348759355913342	10	9	37	0.006167	48_48.61	58.421	47.947	10.474	56	48	8	19	0.261574067936703	3.581	-2.658	9.82	3.581	3.183	1	729500	730500	protein_coding	+	info487	info487	NA
Gene1023	0.350097566674195	10	8	27	0.0045	48_48.61	45.111	48.833	-3.722	47	48	-1	18	0.925217780043235	0.424	-8.417	9.264	0.424	4.51	1	1533500	1534500	protein_coding	+	info1023	info1023	NA
Gene846	0.350221828846337	10	10	51	0.0085	48_48.61	52.433	48.185	4.248	50.5	48	2.5	30	0.817603500377822	0.664	-4.975	6.303	0.664	2.877	1	1268000	1269000	non_coding	-	info846	info846	NA
Gene41	0.350371033925772	10	6	18	0.003	48_48.61	44.8	48.741	-3.941	49	48	1	10	0.3282184163383	-4.193	-12.584	4.198	-4.193	4.281	1	60500	61500	protein_coding	+	info41	info41	NA
Gene949	0.351001700593527	10	7	27	0.0045	48_48.61	38.818	48.983	-10.165	26	48	-22	11	0.243925669368091	-4.01	-10.743	2.722	-4.01	3.435	1	1422500	1423500	protein_coding	+	info949	info949	NA
Gene140	0.353279153654717	10	8	38	0.006333	48_48.61	44.696	48.935	-4.239	39	48	-9	23	0.245300601095426	-3.655	-9.809	2.499	-3.655	3.14	1	209000	210000	non_coding	-	info140	info140	NA
Gene553	0.353574535461064	10	10	44	0.007333	48_48.61	59.769	47.551	12.218	64.5	46.5	18	26	0.248967847979717	3.53	-2.459	9.519	3.53	3.056	1	828500	829500	protein_coding	+	info553	info553	NA
