SetID	p.value
Gene774	0.740514617358049
Gene775	0.437637128129247
Gene776	0.0747677946675924
Gene777	0.067847749569495
Gene778	0.388281550860083
Gene779	0.277988882482663
Gene78	0.294975515347137
Gene780	0.370423338875586
Gene781	0.290024110067792
Gene782	0.0169330419216313
Gene783	0.602833910487895
Gene784	0.75626807989775
Gene785	0.196211243813547
Gene786	0.211905882012719
Gene787	0.889272514858919
Gene788	0.623292294397407
Gene789	0.667683145767739
Gene79	0.166055528708666
Gene790	0.664246401737808
Gene791	0.549901530210688
Gene792	0.226712548248624
Gene793	0.503165334853545
Gene794	0.23482236952843
Gene795	0.407029109909787
Gene796	0.434661513013869
Gene797	0.0313450372986412
Gene798	0.290824947182964
Gene799	0.0231329537960446
Gene8	0.842938401938715
Gene80	0.0549110295352317
Gene800	0.17689098886038
Gene801	0.501677633444276
Gene802	0.32571856430034
Gene803	0.446907940576811
Gene804	0.298497950116129
Gene805	0.43383009918041
Gene806	0.229307011285288
Gene807	0.446244317310392
Gene808	0.383333445267378
Gene809	0.410701467422436
Gene81	0.696560573805027
Gene810	1
Gene811	0.0534569153284017
Gene812	0.466014843986742
Gene813	0.228759434813812
Gene814	0.924114664358301
Gene815	0.175944477285413
Gene816	0.815905520424283
Gene817	0.300194001750002
Gene818	0.731435693702101
Gene819	0.394868926961646
Gene82	0.141095044388242
Gene820	0.108556922165192
Gene821	0.751676975199564
Gene822	0.838186099182767
Gene823	0.719825640697536
Gene824	0.782298097204615
Gene825	0.683724450416321
Gene826	0.585730727386429
Gene827	0.379685153571782
Gene828	0.411152800588057
Gene829	0.183082329926812
Gene83	0.380397372933754
Gene830	0.83212674214562
Gene831	0.594234258930994
Gene832	0.584006094658303
Gene833	0.901952991152918
Gene834	0.417324941463397
Gene835	0.212400026320988
Gene836	0.597695823618771
Gene837	0.552087023448957
Gene838	0.838802681748941
Gene839	0.0031361945607441
Gene84	0.284904843915137
Gene840	0.262021906146768
Gene841	0.690255415755277
Gene842	0.716458473672179
Gene843	0.326690073038064
Gene844	0.101051313452427
Gene845	0.387169146554831
Gene846	1
Gene847	0.527731988032013
Gene848	0.370537481230736
Gene849	0.79232163124881
Gene85	0.257894960870369
Gene850	0.282486232379669
Gene851	0.656164579570218
Gene852	0.232237595631286
Gene853	0.518066047492645
Gene854	0.490530942464291
Gene855	1
Gene856	0.517540146066899
Gene857	0.664080568428272
Gene858	0.0954081848663025
Gene859	0.431345449192106
Gene86	1
Gene860	0.624656260353983
Gene861	0.20963155438108
Gene862	0.128342145460814
Gene863	0.580738413140366
Gene864	0.10389497085149
Gene865	0.740552888010614
Gene866	0.347058436894305
Gene867	0.763932147537344
Gene868	0.700442219667722
Gene869	0.122522944728267
Gene87	0.565038263711031
Gene870	0.21661338396876
Gene871	0.506118102196302
Gene872	0.246922999408943
Gene873	0.736884770731474
Gene874	0.779109234117104
Gene875	0.616714236488138
Gene876	0.624727035673842
Gene877	0.074567173693168
Gene878	0.0934875812146874
Gene879	0.207356329500487
Gene88	0.282801879440184
Gene880	0.116057974612446
Gene881	0.859193223135887
Gene882	0.0690797243364896
Gene883	0.893788144929073
Gene884	0.217106396710557
Gene885	0.399384094635262
Gene886	0.31506994562128
Gene887	0.179642634630102
Gene888	0.589992642027792
Gene889	0.420827227413492
Gene89	0.550892095051307
Gene890	0.606714550197888
Gene891	0.648002882000637
Gene892	0.44297464645041
Gene893	0.628089091363615
Gene894	0.482316753829713
Gene895	0.819793449034533
Gene896	0.676819368401725
Gene897	0.817489437140128
Gene898	0.381859424598226
Gene899	0.714029794343645
Gene9	0.404458795580126
Gene90	0.730459683354488
Gene900	0.219788623395617
Gene901	0.384547609115195
Gene902	0.456827494572717
Gene903	0.469983018401425
Gene904	0.0473030553644014
Gene905	0.681505852797705
Gene906	0.573779482121946
Gene907	0.0208940086683254
Gene908	0.75030724693811
Gene909	0.222225070391286
Gene91	1
Gene910	0.717776685094664
Gene911	0.447905469255491
Gene912	0.89264365764822
Gene913	0.571587262189935
Gene914	1
Gene915	0.328446292498139
Gene916	0.411664479432226
Gene917	0.211161205977782
Gene918	0.177716295505786
Gene919	0.64031723439475
Gene92	0.285593321779063
Gene920	0.0598107699698439
Gene921	0.514396771266077
Gene922	0.735340211339314
Gene923	0.722761399799916
Gene924	0.316748087862796
Gene925	0.401861844346666
Gene926	0.731882110846056
Gene927	0.543728636791929
Gene928	0.336383971398157
Gene929	0.0958447255556439
Gene93	0.738874067876194
Gene930	0.906687927099719
Gene931	0.303091344294814
Gene932	0.786084267028667
Gene933	0.518152387744373
Gene934	0.590171989153634
Gene935	0.878002466292048
Gene936	0.411963203163339
Gene937	0.647336352168884
Gene938	0.53057242054581
Gene939	0.355701478204053
Gene94	0.0836359304870133
Gene940	1
Gene941	0.218404402184978
Gene942	0.366019128421368
Gene943	0.145985292990833
Gene944	0.232486398575548
Gene945	0.155657551883639
Gene946	0.129193860963072
Gene947	0.559136854328417
Gene948	0.317626533160997
Gene949	0.188647436555143
Gene95	0.135465772807964
Gene950	0.857479293196474
Gene951	0.0296272463376419
Gene952	0.53507558145588
Gene953	0.341810219730364
Gene954	0.497232419411831
Gene955	0.629824068511879
Gene956	0.240249488445852
Gene957	0.831686005881334
Gene958	0.202627812634189
Gene959	0.627503789933366
Gene96	0.58066514252193
Gene960	1
Gene961	0.754434492055299
Gene962	0.454641378677179
Gene963	0.487078476022086
Gene964	0.81633271574214
Gene965	0.791863328632263
Gene966	0.214025703856863
Gene967	0.393433542878911
Gene968	0.16118908542922
Gene969	0.353231002711579
Gene97	0.742818365038823
Gene970	0.0297235854099324
Gene971	0.860428024009274
Gene972	0.237315178366824
Gene973	0.700395618039185
Gene974	0.875306314651032
Gene975	0.217149711110285
Gene976	0.330381373992174
Gene977	0.443819715084476
Gene978	0.456981131067724
Gene979	0.798657962439947
Gene98	0.308066117213933
Gene980	0.484657572860247
Gene981	0.101225893242877
Gene982	0.484406593777238
Gene983	0.356572827720599
Gene984	0.257208027562683
Gene985	0.0505794055220885
Gene986	0.225698460881411
Gene987	0.490255421441892
Gene988	0.334197661903498
Gene989	0.197192727724432
Gene99	0.0834296658628352
Gene990	0.00805107642800917
Gene991	0.5114134026445
Gene992	0.0698429324164801
Gene993	0.729336135375549
Gene994	0.0476512124505105
Gene995	0.494480544861035
Gene996	0.10275756355821
Gene997	0.564138226823176
Gene998	0.807026935136702
Gene999	0.312800378817708
Gene1324	0.851875683767407
Gene1325	0.279591915426305
Gene1326	0.180370294509537
Gene1327	0.538147763810487
Gene1328	0.872248097730925
Gene1329	0.2404166623828
Gene1330	0.551179826482383
Gene1331	0.892804442764724
Gene1332	0.461130158238749
Gene1333	0.133254374194996
Gene1334	1
Gene1335	0.497148894579159
Gene1336	0.143049865682253
Gene1337	0.145719534794112
Gene1338	0.344447999271651
Gene1339	0.348669795242744
Gene1340	0.643338556139477
Gene1341	0.465095068440395
Gene1342	0.865256857145702
Gene1343	1
Gene1344	0.299304891439813
Gene1345	0.0297760920230576
Gene1346	0.840606167287155
Gene1347	0.650185672849144
Gene1348	1
Gene1349	0.718910860338226
Gene1350	0.818750516334133
Gene1351	0.720485875677572
Gene1352	0.0873874136565236
Gene1353	0.598015481616539
Gene1354	0.833863675642545
Gene1355	0.744546113521823
Gene1356	0.829176094521755
Gene1357	0.84797170250896
Gene1358	0.506771627072091
Gene1359	0.427821803251586
Gene1360	0.14599055564491
Gene1361	0.0977357363534155
Gene1362	0.621188168576676
Gene1363	0.0203778191141338
Gene1364	0.810471274834417
Gene1365	0.636450376649478
Gene1366	0.602997788906195
Gene1367	0.41119286864937
Gene1368	0.829977752960803
Gene1369	0.27922470840756
Gene1370	0.293052836989065
Gene1371	0.704883281869539
Gene1372	0.244481249112205
Gene1373	0.18830235171911
Gene1374	0.710335340028412
Gene1375	0.621682331217126
Gene1376	0.317815164746915
Gene1377	0.145512598217824
Gene1378	0.388032372421698
Gene1379	0.376541718236786
Gene1380	0.493590118228206
Gene1381	0.192201815399983
Gene1382	0.157779316737571
Gene1383	0.378485004439578
Gene1384	0.737753295795195
Gene1385	0.842112972102629
Gene1386	0.530514581731647
Gene1387	0.88232366735978
Gene1388	0.76591514496523
Gene1389	0.0744021926626154
Gene1390	0.431281460860748
Gene1391	0.101306945214248
Gene1392	0.890076727656253
Gene1393	0.0746458415826532
Gene1394	0.544823211242434
Gene1395	0.470274601150889
Gene1396	0.0712106950881204
Gene1397	0.32724688896905
Gene1398	0.827358736352879
Gene1399	0.0625778345108814
Gene1400	0.906191817434377
Gene1401	0.587932151863589
Gene1402	0.126504782725133
Gene1403	0.360489303111712
Gene1404	0.701057330348116
Gene1405	0.533191334698789
Gene1406	0.591594720600193
Gene1407	0.734877011242579
Gene1408	0.84618995004723
Gene1409	NA
Gene1410	0.725624085086251
Gene1411	0.109961346171786
Gene1412	0.167805011162738
Gene1413	0.702344618558066
Gene1414	0.288784274662245
Gene1415	0.268241286304073
Gene1416	0.145447447868222
Gene1417	0.0617895517396967
Gene1418	0.424803228265345
Gene1419	1
Gene1420	0.893547060342468
Gene1421	0.0983242059406944
Gene1422	0.270306911354322
Gene1423	0.357334575946447
Gene1424	0.837671680711669
Gene1425	0.170864508634519
Gene1426	0.402723117807993
Gene1427	0.668637746298161
Gene1428	1
Gene1429	0.761527497881937
Gene1430	0.913358492749434
Gene1431	0.103544028769615
Gene1432	0.731649424426326
Gene1433	0.439430606199774
Gene1434	0.774778990563428
Gene1435	1
Gene1436	0.531105220315043
Gene1437	0.65067105491262
